Attribute XML Name|MultiValue Attribute?|Group Name|Max Number of Records in Group|Data Type|Total Digits|Max Length / Total Number of digits|Min Length / # of decimals|***DO NOT USE*Lang specific?*****|Valid Value List Name|Qual O/M *FUTURE USE*|Qual Name|Qual Data Type|Qual Total Digits|Qual Max Length / Total Number of digits|Qual Min Length / # of decimals|Qual VV list|Copyable?|GUI Lang|GUI Attribute Name|GUI Help Text|GUI Container Type|GUI Field Type|Label Align|Label Width|Value Align|Value Width|GUI Group Row|GUI Group Column|Active Status|XML Group M/O *FUTURE USE*|Comments|IM/Customer Key Master Name|Untitled event|Xref Type|Customer's Attribute Ref ID
avp/palletVolumeUOM|N|||text||3|1|N|||||||||N|en|Non GTIN Pallet Volume UOM|nonGTINPalletVolumeUOM<br>Qualifier: AVP860<br>The unit of measurement associated with the non GTIN pallet volume.|Horizontal|Text|Left|200|Left||||Active||PRODINTRO-538|nonGTINPalletVolume|||
avp/palletWidth|N|||float|15|19|4||||||||||N|en|Non GTIN Pallet Width|nonGTINPalletWidth<br>Qualifier: AVP861<br>The width of the pallet load of goods. The width side of the pallet is the side with the forklift arm openings.|Horizontal|Float|Left|200|Left||||Active||AVP|nonGTINPalletWidth|||
avp/palletWidthUOM|N|||text||3|1|N|||||||||N|en|Non GTIN Pallet Width UOM|nonGTINPalletWidthUOM<br>Qualifier: AVP862<br>The unit of measurement associated with the non GTIN pallet width.|Horizontal|Text|Left|200|Left||||Active||PRODINTRO-538|nonGTINPalletWidth|||
avp/numberOfBaseUnits|N|||integer||8|1||||||||||N|en|Number Of Base Units|numberOfBaseUnits<br>Qualifier: AVP863<br>The number of base unit (lowest level) products contained within this product.|Horizontal|Integer|Left|200|Left||||Active||AVP|numberOfBaseUnits|||
avp/unitsInDepthOfLayer|N|||integer||8|1||||||||||N|en|Units In Depth Of Layer|unitsInDepthOfLayer<br>Qualifier: AVP864<br>Number of Next Lower Level units of a product or package, which make up the depth of a layer in the package.|Horizontal|Integer|Left|200|Left||||Active||AVP|unitsInDepthOfLayer|||
avp/unitsInWidthOfLayer|N|||integer||8|1||||||||||N|en|Units In Width Of Layer|unitsInWidthOfLayer<br>Qualifier: AVP865<br>Number of Next Lower Level units of a product or package, which make up the width of a layer in the package.|Horizontal|Integer|Left|200|Left||||Active||AVP|unitsInWidthOfLayer|||
avp/unitsPerPackage|N|||integer||5|1||||||||||N|en|Units Per Package|unitsPerPackage<br>Qualifier: AVP866<br>The number of units in the current level of packaging.|Horizontal|Integer|Left|200|Left||||Active||AVP|unitsPerPackage|||
avp/palletGrossWeight|N|||float|38|53|15||||||||||N|en|Non GTIN Pallet Gross Weight|This field is the overall weight of the items on the shipping platform, plus the weight of the shipping platform itself.|Horizontal|Float|Left|200|Left||||Active||AVP|nonGTINPalletGrossWeight|||
avp/palletGrossWeightUOM|N|||text||5|2|N|||||||||N|en|Non GTIN Pallet Gross Weight UOM|This field is the UOM for the overall weight of the items on the shipping platform, plus the weight of the shipping platform itself.|Horizontal|Text|Left|200|Left||||Active||PRODINTRO-538|nonGTINPalletGrossWeightUOM|||
avp/palletHeight|N|||float|38|53|15||||uom|text||5|2|DimensionsUOM|N|en|Non GTIN Pallet Height|This field is the overall height of the items on the shipping platform, plus the height of the shipping platform itself.|Horizontal|Float|Left|200|Left||||Active||AVP|nonGTINPalletHeight|||
avp/promotionalItemIndicator|N|||boolean|||||||||||||N|en|Is Trade Item a Promotional Unit?|isTradeItemAPromotionalUnit<br>Qualifier: AVP008<br>An indicator used to point out those trade items, which are promotions from regular line articles.|Horizontal|Boolean|Left|200|Left||||Active||AVP|isTradeItemAPromotionalUnit|||
avp/departementActivite|N|||text||11|1|N|||||||||N|en|Departement Activite|departementActivite<br>This attribute is representative of a manufacturer portfolio segmentation, made by the supplier, for grouping products that follow the same Pricing conditions at level 2; each of those segments are given 1 unique code by Cora Belgium that will be used by Cora Belgium to retrieve the pricing structure of a new synchronised product.|Horizontal|Text|Left|200|Left||||Active||AVP|departementActivite|||
avp/groupeTarifaire|N|||text||11|1|N|||||||||N|en|Groupe Tarifaire|groupeTarifaire<br>This attribute is representative of a manufacturer portfolio segmentation, made by the supplier, for grouping products that follow the same Pricing conditions at level 1; each of those segments are given 1 unique code by Cora Belgium that will be used by Cora Belgium to retrieve the pricing structure of a new synchronised product.|Horizontal|Text|Left|200|Left||||Active||AVP|groupeTarifaire|||
avp/requiredPowerSupplyWattage|N|||float|5|7|2||||||||||N|en|Required Power Supply Wattage|requiredPowerSupplyWattage<br>Indicates the minimum required power supply wattage from the computer system power supply required to operate the product.|Horizontal|Float|Left|200|Left||||Active||AVP|requiredPowerSupplyWattage|||
avp/variableWeightRangeUOM|N|||text||3|1|N|||||||||N|en|Variable Weight Range UOM|variableWeightRangeUOM<br>The unit of measurement associated with the variable weight range maximum and minimum (also called catchweight range maximum and minimum). Should be provided if either Variable Weight Range Maximum or Variable Weight Range Minimum is provided.|Horizontal|Text|Left|200|Left||||Active||AVP|variableWeightRangeUOM|||
avp/packagingMaterialPerformance|N|||text||1|1|N|||||||||N|en|Packaging Material Performance|packagingMaterialPerformance<br>Indicates a status of packaging performance based on testing in relationship to minimizing trade item damages.|Horizontal|Text|Left|200|Left||||Active||AVP|packagingMaterialPerformance|||
avp/countryOfSettlement|N|||text||3|1|N|StandardCountryCodes||||||||N|en|Country Of Settlement|countryOfSettlement<br>Country where the invoice is getting paid. Used only if Invoice Unit Indicator = true. Choose 3-character code from Target Market list.|Horizontal|Dropdown|Left|200|Left||||Active||AVP|countryOfSettlement||Hub|
avp/isTradeItemAFreeItem|N|||boolean|||||||||||||N|en|Is Trade Item A Free Item?|isTradeItemAFreeItem<br>Indicates if the item is free (for the retailer and for the end-consumer). Mainly related to non food item (for example, buy a computer, get the case free). Used only if Consumer Unit Indicator = true.|Horizontal|Boolean|Left|200|Left||||Active||AVP|isTradeItemAFreeItem|||
avp/wEEEElectricalApplianceType|N|||text||3|1|N|||||||||N|en|WEEE Electrical Appliance Type|Attribute Name Key: wEEEElectricalApplianceType<br>Category of electrical and electronic equipment containing components covered by the WEEE directive.|Horizontal|Text|Left|200|Left||||Active||AVP|wEEEElectricalApplianceType|||
avp/wEEERegistrationNumber|N|||text||35|1|N|||||||||N|en|WEEE Registration Number|Attribute Name Key: wEEERegistrationNumber<br>Trade item producers are required to register all items covered by the WEEE directive and communicate this number to the retailers.|Horizontal|Text|Left|200|Left||||Active||AVP|wEEERegistrationNumber|||
avp/wEEEElectronicWasteAmount|N|||float|23|38|15||||||||||N|en|WEEE Electronic Waste Amount|Attribute Name Key: wEEEElectronicWasteAmount<br>The amount of the components contained in the trade item that are covered by the WEEE directive.|Horizontal|Float|Left|200|Left||||Active||AVP|wEEEElectronicWasteAmount|||
avp/wEEEElectronicWasteAmountUOM|N|||text||3|1|N|||||||||N|en|WEEE Electronic Waste Amount UOM|Attribute Name Key: wEEEElectronicWasteAmountUOM<br>The amount unit of measure for the components contained in the trade item that are covered by the WEEE directive.|Horizontal|Text|Left|200|Left||||Active||PRODINTRO-538|wEEEElectronicWasteAmountUOM|||
avp/sHCOrderDUNS|Y||100|integer||11|1||||||||||N|en|SHC Order DUNS|Attribute Name Key: sHCOrderDUNS<br>Vendor Order Duns that is valid for the GLN. This is retailer assigned and a supplier may have more than one order DUNS per item.|Horizontal|Integer|Left|200|Left||||Active||AVP|sHCOrderDUNS|||
avp/sHCDivision|N|||integer||2|1||||||||||N|en|SHC Division|Attribute Name Key: sHCDivision<br>SHC Division number|Horizontal|Integer|Left|200|Left||||Active||AVP|sHCDivision|||
avp/sHCCategory|N|||integer||2|1||||||||||N|en|SHC Category|Attribute Name Key: sHCCategory<br>SHC Category number|Horizontal|Integer|Left|200|Left||||Active||AVP|sHCCategory|||
avp/amountOfMemoryIncluded|N|||integer||4|1|||M|uom|text||3|1|InfoStorageCapacityUOM|N|en|Amount Of Memory Included|IM: amountOfMemoryIncluded, GDSN: amountOfMemoryIncluded <br>What is the total basic memory included with the unit.|Vertical|Integer|Left|200|Left|5|||Active||AVP|amountOfMemoryIncluded|||
avp/amplifierClass|N|||text||70|1|N|||||||||N|en|Amplifier Class|IM: amplifierClass, GDSN: amplifierClass <br>What percentage of the input signal is utilized that helps determine sound effeciency?|Horizontal|Text|Left|200|Left||||Active||AVP|amplifierClass|||
avp/biometricSecurityFeatures|N|||text||70|1|N|||||||||N|en|Biometric Security Features|IM: biometricSecurityFeatures, GDSN: biometricSecurityFeatures <br>What are the Biometric Security Features that are installed on the Product?|Horizontal|Text|Left|200|Left||||Active||AVP|biometricSecurityFeatures|||
avp/cordlessFrequency|N|||float|7|14|7|||||||70|1|uom|N|en|Cordless Frequency|IM: cordlessFrequency, GDSN: cordlessFrequency <br>At what frequency does the cordless product operate?|Vertical|Float|Left|200|Left|20|||Active||AVP|cordlessFrequency|cordlessFrequency||
avp/cordlessFrequencyUOM|N|||text||70|1|N|||||||||N|en|Cordless Frequency UOM|IM: cordlessFrequencyUOM, GDSN: cordlessFrequencyUOM <br>Indicates the Unit of Measure used for Cordless Frequency. Examples: MHz, GHz.|Vertical|Text|Left|200|Left|20|||Active||PRODINTRO-538|cordlessFrequency|cordlessFrequencyUOM||
avp/isSubwooferBoxEnclosed|N|||text||60|1|N|NonBinaryLogicCodes||||||||N|en|Is Subwoofer Box Enclosed|IM: isSubwooferBoxEnclosed, GDSN: isSubwooferBoxEnclosed <br>Does the Subwoofer come enclosed in a sub box?|Horizontal|Dropdown|Left|200|Left||||Active||AVP|isSubwooferBoxEnclosed||IM Extensible|
avp/mP3FeaturesSupported|N|||text||70|1|N|||||||||N|en|MP3 Features Supported|IM: mP3FeaturesSupported, GDSN: mP3FeaturesSupported <br>What additional MP3 Features are supported above and beyond being MP3 Ready or iPOD ready?|Horizontal|Text|Left|200|Left||||Active||AVP|mP3FeaturesSupported|||
avp/quantityOfDisplayLines|N|||integer||4|1||||||||||N|en|Quantity Of Display Lines|IM: quantityOfDisplayLines, GDSN: quantityOfDisplayLines <br>How many display lines can this product accommodate?|Horizontal|Integer|Left|200|Left||||Active||AVP|quantityOfDisplayLines|||
avp/quantityOfFrontAuxillaryInputs|N|||integer||4|1||||||||||N|en|Quantity Of Front Auxillary Inputs|IM: quantityOfFrontAuxillaryInputs, GDSN: quantityOfFrontAuxillaryInputs <br>How many Front Auxillary Inputs does this product have?|Horizontal|Integer|Left|200|Left||||Active||AVP|quantityOfFrontAuxillaryInputs|||
avp/quantityOfRearAuxillaryInputs|N|||integer||4|1||||||||||N|en|Quantity Of Rear Auxillary Inputs|IM: quantityOfRearAuxillaryInputs, GDSN: quantityOfRearAuxillaryInputs <br>How many Rear Auxillary Inputs does this product have?|Horizontal|Integer|Left|200|Left||||Active||AVP|quantityOfRearAuxillaryInputs|||
avp/voiceCoilType|N|||text||70|1|N|||||||||N|en|Voice Coil Type|IM: voiceCoilType, GDSN: voiceCoilType <br>Determines what type of voice coil is attached to the subwoofer? Either Single or Dual.|Horizontal|Text|Left|200|Left||||Active||AVP|voiceCoilType|||
avp/mightControlOfHazardousSubstancesRegulationsApplyToTheProduct|N|||text||11|1|N|||||||||N|en|Might Control Of Hazardous Substances Regulations Apply To The Product|IM: mightControlOfHazardousSubstancesRegulationsApplyToTheProduct, GDSN: mightControlOfHazardousSubstancesRegulationsApplyToTheProduct <br> The product may have a (volume of) hazardous content that needs to be referenced and controlled under certain legislations; this attribute is to allow the information provider to express if the product might be subject to such controls. Code List to include the following allowed values: Yes, No, Unspecified|Horizontal|Text|Left|200|Left||||Active||AVP|mightControlOfHazardousSubstancesRegulationsApplyToTheProduct|||
avp/controlOfHazardousSubstancesDataElectronicAddress|N|||text||255|1|N|||||||||N|en|Control Of Hazardous Substances Data Electronic Address|IM: controlOfHazardousSubstancesDataElectronicAddress, GDSN: controlOfHazardousSubstancesDataElectronicAddress <br>Electronic address as to where to locate the ‘out of network data’ concerning the control substances can be found|Horizontal|Text|Left|200|Left||||Active||AVP|controlOfHazardousSubstancesDataElectronicAddress|||
avp/waterHazardType|N|||text||35|1|N|||||||||N|en|Water Hazard Type|IM: waterHazardType GDSN: waterHazardType <br>A code determining the degree to which the product would pose an environmental hazard to water.|Horizontal|Text|Left|200|Left||||Active||AVP|waterHazardType|||
avp/waterHazardAgencyName|N|||text||70|1|N|||||||||N|en|Water Hazard Agency Name|IM: waterHazardAgencyName GDSN: waterHazardAgencyName <br>An agency that manages the water hazard type codes.|Horizontal|Text|Left|200|Left||||Active||AVP|waterHazardAgencyName|||
avp/bottleCapacity|N|||integer||4|1||||||||||N|en|Bottle Capacity|IM: bottleCapacity, GDSN: bottleCapacity<br>Indicates the Bottle Capacity of the unit (in the appliance). Values should be in range from 0 to 100.|Horizontal|Integer|Left|200|Left||||Active||AVP|bottleCapacity|||
avp/ePeatQualifiedLevel|N|||text||70|1|N|||||||||N|en|EPEAT Qualified Level|IM: ePeatQualifiedLevel, GDSN: ePeatQualifiedLevel<br>Indicates the level of EPEAT energy savings qualifications that the product has. Examples: Gold, Silver, Bronze, Not Qualified, Not Applicable.|Horizontal|Text|Left|200|Left||||Active||AVP|ePeatQualifiedLevel|||
avp/hasSpeechRecognition|N|||text||70|1|N|||||||||N|en|Has Speech Recognition?|IM: hasSpeechRecognition, GDSN: hasSpeechRecognition<br>Indicates whether or not the product has Speech Recognition. Examples: Yes, No.|Horizontal|Text|Left|200|Left||||Active||AVP|hasSpeechRecognition|||
avp/navigationalFeatures|Y||5|text||70|1|N|||||||||N|en|Navigational Features|IM: navigationalFeatures, GDSN: navigationalFeatures<br>Indicates the installed GPS Navigational Features included with the product. Exampes: Auto Sort Multiple Destinations, FM Traffic Enabled, MSN Direct Traffic Enabled, XM Nav Traffic Enabled, Lane Guidance.|Horizontal|Text|Left|200|Left||||Active||AVP|navigationalFeatures|||
avp/quantityOfDelayedStartHours|N|||integer||4|1||||||||||N|en|Quantity Of Delayed Start Hours|IM: quantityOfDelayedStartHours, GDSN: quantityOfDelayedStartHours<br>Indicates the maximum number of hours that the product can delay the start of operation. Values should be in range from 0 to 59.|Horizontal|Integer|Left|200|Left||||Active||AVP|quantityOfDelayedStartHours|||
avp/publisherNameGLN|N|||text||13|13|N|||||||||N|en|Publisher Name GLN|IM: publisherNameGLN, GDSN: publisherNameGLN<br>The GLN of the Publisher of the Book.|Horizontal|Text|Left|200|Left||||Active||AVP|publisherNameGLN|||
avp/publisherName|N|||text||70|1|N|||||||||N|en|Publisher Name|IM: publisherName, GDSN: publisherName<br>The publisher of the book.|Horizontal|Text|Left|200|Left||||Active||AVP|publisherName|||
avp/mcdClassification|N|||text||10|1|N|McdClassificationVV||||||||N|en|Classification Category - Product Group|McD defined product classification. Used in conjunction with Product Classification.|Horizontal|Text|Left|200|Left||||Active||PI1589_IM689_08||||
avp/scrollWheelType|Y||5|text||70|1|N|||||||||N|en|Scroll Wheel Type|IM: scrollWheelType, GDSN: scrollWheelType<br>What type of Scroll Wheel does the mouse have?|Horizontal|Text|Left|200|Left||||Active||Added IM 6.5_v72|scrollWheelType|||
avp/singleTankRunTime|N|||integer||4|1||||||||||N|en|Single Tank Run Time|IM: singleTankRunTime, GDSN: singleTankRunTime<br>How many hours will the product run on a Single Tank?|Horizontal|Integer|Left|200|Left||||Active||Added IM 6.5_v72|singleTankRunTime|||
avp/hasTimedShutoff|N|||boolean|||||||||||||N|en|Has Timed Shutoff?|IM: hasTimedShutoff, GDSN: hasTimedShutoff<br>Does the product allow for a timed shutdown of operation after operation has initiated?|Horizontal|Boolean|Left|200|Left||||Active||Added IM 6.5_v72|hasTimedShutoff|||
avp/hasWarmingDrawer|N|||boolean|||||||||||||N|en|Has Warming Drawer?|IM: hasWarmingDrawer, GDSN: hasWarmingDrawer<br>Does the product have a warming drawer?|Horizontal|Boolean|Left|200|Left||||Active||Added IM 6.5_v72|hasWarmingDrawer|||
avp/hasChildSafetyLock|N|||boolean|||||||||||||N|en|Has Child Safety Lock?|IM: hasChildSafetyLock, GDSN: hasChildSafetyLock<br>Does the product have a Child Safety Lock?|Horizontal|Boolean|Left|200|Left||||Active||Added IM 6.5_v72|hasChildSafetyLock|||
avp/washCycleCapabilities|Y||10|text||70|1|N|||||||||N|en|Wash Cycle Capabilities|IM: washCycleCapabilities, GDSN: washCycleCapabilities<br>What wash cycle capabilities does the product have?|Horizontal|Text|Left|200|Left||||Active||Added IM 6.5_v72|washCycleCapabilities|||
avp/hasWashingSoilSensor|N|||boolean|||||||||||||N|en|Has Washing Soil Sensor?|IM: hasWashingSoilSensor, GDSN: hasWashingSoilSensor<br>Does the product have a sensor that measures how dirty the wash water is in order to adjust the cycle accordingly?|Horizontal|Boolean|Left|200|Left||||Active||Added IM 6.5_v72|hasWashingSoilSensor|||
avp/featuredCycleTypes|Y||10|text||70|1|N|||||||||N|en|Featured Cycle Types|IM: featuredCycleTypes, GDSN: featuredCycleTypes<br>What featured cycle types does the product have?|Horizontal|Text|Left|200|Left||||Active||Added IM 6.5_v72|featuredCycleTypes|||
avp/c4p4ItemCode|N|||text||13|1|N|||||||||N|en|Item Code|IM: c4p4ItemCode, GDSN: c4p4ItemCode<br>The item identifier assigned by the retailer to the vendor GTIN.|Horizontal|Text|Left|200|Left||||Active||Added IM 6.5_HF (IM_65_QA14)|c4p4ItemCode|||
avp/c4p4PurchasePriceStartDate|N|||date|||||||||||||N|en|Purchase Price Start Date|IM: c4p4PurchasePriceStartDate, GDSN: c4p4PurchasePriceStartDate<br>The start date that is associated with the retailer purchase price when selling to the retailer.|Vertical|Date|Left|200|Left|20|||Active||Added IM 6.5_HF (IM_65_QA14)|c4p4PurchasePriceStartDate|||
avp/c4p4PurchasePrice|N|||float|10|14|4||||||||||N|en|Purchase Price|IM: c4p4PurchasePrice, GDSN: c4p4PurchasePrice<br>The purchase price appropriate to the retailer that is assigned by the vendor to the consumer unit when selling to the retailer.|Vertical|Float|Left|200|Left|20|||Active||Added IM 6.5_HF (IM_65_QA14)|c4p4PurchasePrice|||
avp/c4p4PromotionPurchasePriceStartDate|N|||date|||||||||||||N|en|Promotion Purchase Price Start Date|IM: c4p4PromotionPurchasePriceStartDate, GDSN: c4p4PromotionPurchasePriceStartDate<br>The start date that is associated with the retailer Promotion purchase price when selling to the retailer.|Vertical|Date|Left|200|Left|20|||Active||Added IM 6.5_HF (IM_65_QA14)|c4p4PromotionPurchasePriceStartDate|||
avp/c4p4PromotionPurchasePriceEndDate|N|||date|||||||||||||N|en|Promotion Purchase Price End Date|IM: c4p4PromotionPurchasePriceEndDate, GDSN: c4p4PromotionPurchasePriceEndDate<br>The end date that is associated with the retailer Promotion purchase price when selling to the retailer.|Vertical|Date|Left|200|Left|20|||Active||Added IM 6.5_HF (IM_65_QA14)|c4p4PromotionPurchasePriceEndDate|||
avp/c4p4PromotionPurchasePrice|N|||float|10|14|4||||||||||N|en|Promotion Purchase Price|IM: c4p4PromotionPurchasePrice, GDSN: c4p4PromotionPurchasePrice<br>The promotion or override purchase price that is appropriate to the retailer. It is assigned by the vendor to the consumer unit when selling to the retailer.|Vertical|Float|Left|200|Left|20|||Active||Added IM 6.5_HF (IM_65_QA14)|c4p4PromotionPurchasePrice|||
avp/chemicalClass|N|||text||4|1|N|||||||||N|en|Chemical Class|Governmental-assigned hazardous material classification pertaining to the product.|Horizontal|Text|Left|200|Left||||Active||PI1551_QA03||||
avp/safetyDataSheetURL|N|||text||512|1|N|||||||||N|en|Safety Data Sheet URL|URL of Safety Data Sheet; tied to Chemical Class Code|Horizontal|Text|Left|200|Left||||Active||PI1551_QA03||||
avp/wrinPrefix|N|||text||5|1|N|||||||||N|en|WRIN Prefix|WRIN Prefix|Horizontal|Text|Left|200|Left||||Active||PI1551_QA03||||
avp/wrinSuffix|N|||text||3|1|N|||||||||N|en|WRIN Suffix|WRIN Suffix|Horizontal|Text|Left|200|Left||||Active||PI1551_QA03||||
avp/lwrinPrefix|N|||text||5|1|N|||||||||N|en|Local RIN Prefix|Local RIN Prefix|Horizontal|Text|Left|200|Left||||Active||PI1551_QA03; PI159_IM689_08||||
avp/lwrinSuffix|N|||text||3|1|N|||||||||N|en|Local RIN Suffix|Local RIN Suffix|Horizontal|Text|Left|200|Left||||Active||PI1551_QA03; PI159_IM689_08||||
avp/itemDescriptionPrefix|N|||text||15|1|N|||||||||N|en|Full WRIN Short Description|Full WRIN Short Description|Horizontal|Text|Left|200|Left||||Active||PI1551_QA03; PI159_IM689_08||||
avp/itemDescriptionSuffix|N|||text||30|1|N|||||||||N|en|Full WRIN Long Description|Full WRIN Long Description|Horizontal|Text|Left|200|Left||||Active||PI1551_QA03; PI159_IM689_08||||
avp/portionControl|N|||boolean||||N|||||||||N|en|Portion Control|Identifies if item requires portion control: bulk vs prepackaged.  Typically not put in a recipe if it is portion controlled|Horizontal|Boolean|Left|200|Left||||Active||PI1551_QA03; PI159_IM689_08; PI1513_05||||
avp/qualitySupplierFileNumber|N|||text||10|1|N|||||||||N|en|Quality Supplier File Number |Food item spec number in Merlin (7 digit number)|Horizontal|Text|Left|200|Left||||Active||PI1551_QA03; PI157_03||||
avp/qualitySupplierFileVersionNumber|N|||text||10|1|N|||||||||N|en|Quality Supplier File Version Number |Food item spec version number in Merlin (3 digit number)|Horizontal|Text|Left|200|Left||||Active||PI1551_QA03; PI157_03||||
avp/itemUsageType|N|||text||1|1|N|||||||||N|en|Item Usage Type|How product will be used.   The codes are:  D= Developmental, O=Optional,  S=Standard , T=Test, X=Seasonal|Horizontal|Text|Left|200|Left||||Active||PI1551_QA03||||
avp/requestorLocale|N|||text||2|1|N|||||||||N|en|Where Used|Actually represents requestor, not where used since only 1 country can be entered & is not updated on a later date|Horizontal|Text|Left|200|Left||||Active||PI1551_QA03; PI159_IM689_08||||
avp/servingSizeWeight|N|||text||12|1||||||||||N|en|Serving Size Weight|The gram weight for the recommended serving size. |Horizontal|Text|Left|200|Left||||Active||Added IM 6.8.6 - FoodService 100 Gram|servingSizeWeight|||
avp/nutrientValueDerivation|N|||text||70|1||NutrientValueDerivationCodeList||||||||N|en|Nutrient Value Derivation|The derivation of the values, percent of intake and quantity contained, provided in the nutrient class.|Horizontal|Dropdown|Left|200|Left||||Active||Added IM 6.8.6 - FoodService 100 Gram|nutrientValueDerivation|||
avp/allergenRelevantDataProvided|N|||boolean|||||||||||||N|en|Allergen Relevant Data Provided?|Allergen Information is populated for those values which are relevant or required to be populated on the product label or label equivalent.  All values not populated are not relevant or not required to be populated on the product label by local regulations.|Horizontal|Boolean|Left|200|Left||||Active||Added IM 6.8.6 - FoodService 100 Gram|allergenRelevantDataProvided|||
avp/nutrientRelevantDataProvided|N|||boolean|||||||||||||N|en|Nutrient Relevant Data Provided?|Nutrient Information is populated for those values which are relevant or required to be populated on the product label or label equivalent.  All values not populated are not relevant or not required to be populated on the product label by local regulations.|Horizontal|Boolean|Left|200|Left||||Active||Added IM 6.8.6 - FoodService 100 Gram|nutrientRelevantDataProvided|||
avp/additionalCouponFamilyCode|N|||text||3|3||||||||||N|en|Additional Coupon Family Code|Additional code(s) assigned by the vendor to a single trade item or to families of consumer trade items that can be used by in store scanners in conjunction with a U.P.C. coupon value code for coupon value discount when the proper trade item has been purchased.|Horizontal|Text|Left|200|Left||||Active||Added IM 6.8.8; PI1510_04H|additionalCouponFamilyCode|||
avp/menuItemUsage|Y||999|text||70|1|N|||||||||N|en|McD Menu Item Usage|Identifies what food or menu item will this product be used in or with.|Horizontal|Text|Left|200|Left||||Active||PI159_IM689_11||||
dummyAttribute|N|||boolean|||||||||||||N|en|DUMMY ATTRIBUTE FOR CONFIG MANAGEMENT ONLY|This Dummy Attribute will be used in the configuration management tool to be a placeholder for VE attributes.|Horizontal|Boolean|Left|0|Left||||Active||CONFIG MGMT PI1513_02||||
gtin|N|||text||14|1|N|||||||||N|en|GTIN (Global Trade Item Number)|The Global Trade Item Number is the standard 14-digit number used to identify the product.|Horizontal|Text|Left|200|Left||||Active||PI173_IM711_Aug01|publishedGtin|||1003
gtinName|Y|||text||140|1|||M|lang|text||5|1|StandardLanguageCodes_hub|N|en|GTIN Name|The name of the trade item as it appears on the package, plus any key identifying words to help 1SYNC Item Management users to easily distinguish trade items.|Horizontal|Text|Left|200|Left||||Active||PI173_IM711_Aug01|gtinName|||1018
productDescription|Y|||text||200|1|N||M|lang|text||5|1|StandardLanguageCodes_hub|N|en|Product Description|An understandable and usable description of the product using brand name and other descriptors. This attribute should be populated with as little abbreviation as possible while keeping to a reasonable length.|Horizontal|Text|Left|200|Left|100|||Active||PI173_IM711_Aug01|productDescription|||1107
totalQuantityOfNextLowerTradeItem|N|||integer||6|1||||||||||N|en|Qty of Next Level Item(s)|The total number of next lower level products contained within this specific product hierarchy level (e.g. – CASE product type contains 24 consumer units, the qty of next level items = 24).|Horizontal|Integer|Left|200|Left||||Active||PI173_IM711_Aug01|totalQuantityOfNextLowerTradeItem|||1011
brandName|N|||text||70|1|N|||||||||N|en|Brand Name|The brand name for the product recognized by the consumer.|Horizontal|Text|Left|200|Left|40|||Active||PI173_IM711_Aug01|brandName|||1001
productType|N|||text||80|1|N|ProductTypeCodes_hub||||||||N|en|Product Type|Describes the hierarchical level of the trade item (e.g. each, case, pallet, etc.).|Horizontal|Dropdown|Left|200|Left||||Active||PI173_IM711_Aug01|productType|||1010
decPackagingTypeCode|N|||text||80|1||PackagingTypeCode||||||||N|en|Packaging Type|The code identifying the type of package used as a container of the trade item.|Horizontal|Text|Left|200|Left||||Active||PI173_IM711_Aug01|PackagingTypeCode|||
decPackagingTypeDescription|N|||text||200|1|||M|lang|text||5|1|StandardLanguageCodes_hub|N|en|Packaging Type Description|System generated text description of the type of packaging used for the trade item.|Horizontal|Text|Left|200|Left||||Active||PI173_IM711_Aug01|PackagingTypeDescription|||
startAvailabilityDate|N|||datetime|||||||||||||N|en|Start Availability Date|The date from which the trade item becomes available from the supplier, including seasonal or temporary trade items. Most common is to use current date.|Horizontal|DateTime|Left|200|Left||||Active||PI173_IM711_Aug01|startAvailabilityDate|||1107
isBaseUnit|N|||boolean|||||||||||||N|en|Base Unit Indicator|Yes indicates this packaging level is the trade item that is at the lowest level in the item hierarchy.|Horizontal|Boolean|Left|200|Left||||Active||PI173_IM711_Aug01|isBaseUnit|||1013
isConsumerUnit|N|||boolean|||||||||||||N|en|Consumer Unit Indicator|Yes indicates this packaging level is the trade item intended for ultimate consumption. For retail, this trade item will be scanned at point of sale. At retail, this data is commonly used to select which GTINs should be used for shelf planning and for front end POS databases.|Horizontal|Boolean|Left|200|Left||||Active||PI173_IM711_Aug01|isConsumerUnit|||1014
isOrderableUnit|N|||boolean|||||||||||||N|en|Ordering Unit Indicator|Yes indicates that this trade item is the packaging level where the supplier will accept orders from retailer customers. This may be different from what the information provider identifies as a dispatch unit.|Horizontal|Boolean|Left|200|Left||||Active||PI173_IM711_Aug01|isOrderableUnit|||1009
isDispatchUnit|N|||boolean|||||||||||||N|en|Dispatch Unit Indicator|Yes indicates that this packaging level is the trade item identified as the shipping unit.|Horizontal|Boolean|Left|200|Left||||Active||PI173_IM711_Aug01|isDispatchUnit|||1015
height|Y||999|float|38|53|15|||M|uom|text||3|1|DimensionsUOM|N|en|Height & UOM|The vertical dimension from the lowest extremity to the highest extremity, including packaging and the unit of measure associated with the height.|Horizontal|Float|Left|200|Left||||Active||PI173_IM711_Aug01|height|heightUOM||1004
