Attribute XML Name|MultiValue Attribute?|Group Name|Max Number of Records in Group|Data Type|Total Digits|Max Length / Total Number of digits|Min Length / # of decimals|***DO NOT USE*Lang specific?*****|Valid Value List Name|Qual O/M *FUTURE USE*|Qual Name|Qual Data Type|Qual Total Digits|Qual Max Length / Total Number of digits|Qual Min Length / # of decimals|Qual VV list|Copyable?|GUI Lang|GUI Attribute Name|GUI Help Text|GUI Container Type|GUI Field Type|Label Align|Label Width|Value Align|Value Width|GUI Group Row|GUI Group Column|Active Status|XML Group M/O *FUTURE USE*|Comments|IM/Customer Key Master Name|Untitled event|Xref Type|Customer's Attribute Ref ID
swWarehouseController/swApprovedForSetup|N|swWarehouseController|999|text||2|1||SWApprovedForSetupVV||||||||N|en|Approved For Setup|Indicates this item has been approved for set-up within the division/distribution center|LoopGroup|Dropdown|Left|200|Left||||Active||PI167_May_PI9.4||||
swWarehouseController/swMerchDistributionComment|Y|swWarehouseController|999|text||2|1||swMEDistributionCommentVV||||||||N|en|Merchandiser Distribution Comment|Merchandiser Distribution Comment|LoopGroup|Multi_Select_List|Left|200|Left||||Active||PI171_May_PI9.4||||
swWarehouseController/swAdditionalMerchComment|N|swWarehouseController|999|text||150|1||||||||||N|en|Additional Merchandiser Comment|Additional Merchandiser Comment|LoopGroup|Text|Left|200|Left||||Active||PI171_May_PI9.4||||
swWarehouseController/swSetupInDivision|N|swWarehouseController|999|boolean|||||||||||||N|en|Setup In Division|Indicates that Data Entry has completed their set-up|LoopGroup|Boolean|Left|200|Left||||Active||PI167_May_PI9.4||||
swWarehouseController/swNeedsProcurementReview|N|swWarehouseController|999|boolean|||||||||||||N|en|Needs Procurement Review|Indicates this item requires additional procurement team review for the DC/Dst Cntr selected|LoopGroup|Boolean|Left|200|Left||||Active||PI167_May_PI9.4||||
swWarehouseDistributionBannerEnd|N||||||||||||||||N|en|Warehouse Distribution|Warehouse Distribution|Banner|Label|Left|200|Left||||Active||Start_End banners used for collapsible controllers.  PI1515_IM6815_NOV02||||
swDSDDistributionBannerStart|N||||||||||||||||N|en|DSD Distribution|DSD Distribution|Banner|Label|Left|200|Left||||Active||Start_End banners used for collapsible controllers.  PI1515_IM6815_NOV02||||
swUPCLikeDSDGroup/swEANUCCUPC|N|swUPCLikeDSDGroup|999|text||12|1||||||||||N|en|Selected UPC Code|All store level authorizations for all vendors in the division will be copied to the new item.|LoopGroupRo|Text|Left|200|Left||||Active||PI1514_IM6814_OCT01||||433
swUPCLikeDSDGroup/swCIC|N|swUPCLikeDSDGroup|999|text||8|1||||||||||N|en|Selected Corporate Item Code|Corporate Item Code where Distribution details will be copied|LoopGroupRo|Text|Left|200|Left||||Active||PI1514_IM6814_OCT01||||481
swUPCLikeDSDGroup/swDSDLikeDescription|N|swUPCLikeDSDGroup|999|text||42|1||||||||||N|en|Selected Item Description|DSD Description|LoopGroupRo|Text|Left|200|Left||||Active||PI1514_IM6814_OCT01||||486
swUPCLikeDSDGroup/swDSDLikePack|N|swUPCLikeDSDGroup|999|text||4|1||||||||||N|en|Pack|DSD Pack|LoopGroupRo|Text|Left|200|Left||||Active||PI1514_IM6814_OCT01||||487
swUPCLikeDSDGroup/swDSDLikeSize|N|swUPCLikeDSDGroup|999|text||10|1||||||||||N|en|Size|DSD Size|LoopGroupRo|Text|Left|200|Left||||Active||PI1514_IM6814_OCT01||||488
swDSDController/swGTINDSD|N|swDSDController|999|text||14|1||||||||||N|en|GTIN (Global Trade Item Number)|The Global Trade Item Number is the standard 14-digit number used to identify the product.|LoopGroup|Text|Left|200|Left||||Active||PI1514_IM6814_OCT01||||367
swDSDController/swItemType|N|swDSDController|999|text||22|1||ProductTypeCodes_hub||||||||N|en|Item Type|Item Type|LoopGroup|Dropdown|Left|200|Left||||Active||PI162_IM6817_APR03||||
swDSDController/swDivision|N|swDSDController|999|text||2|1||SWDivisionMasterVV||||||||N|en|Division|Division|LoopGroup|Dropdown|Left|200|Left||||Active||PI1514_IM6814_OCT01, PI171_May_PI9.4||||240
swDSDController/swBeginAuthorizationDate|N|swDSDController|999|datetime|||||||||||||N|en|Begin Authorization Date|Starting Date for Authorization of item to retail|LoopGroup|Datetime|Left|200|Left||||Active||PI1514_IM6814_OCT01, PI171_May_PI9.4||||474
swDSDController/swUnitsPerStorePerWeekCD|N|swDSDController|999|float|6|6|2||||||||||N|en|Units Per Store Per Week (Merchandising)|Merchandising forecast in units per store per week for new DSD item.|LoopGroup|Float|Left|200|Left||||Active||PI1514_IM6814_OCT01, PI165_IM6818_DEC06, PI171_May_PI9.4||||165
swDSDController/swUnitsPerStorePerWeekVendor|N|swDSDController|999|float|6|6|2||||||||||N|en|Units Per Store Per Week (Vendor)|Vendor forecast in units per store per week for new DSD item.|LoopGroup|Float|Left|200|Left||||Active||PI1514_IM6814_OCT01, PI171_May_PI9.4||||164
swDSDController/swIsItemPrePriced|N|swDSDController|999|boolean|||||||||||||N|en|Is this item Pre-Priced?|Items that are shipped to the Albertsons Distribution Center/store pre-priced/stickered by the manufacturer/distributor.|LoopGroup|Boolean|Left|200|Left||||Active||PI1514_IM6814_OCT01, PI165_IM6818_DEC06, PI171_May_PI9.4||||102
swDSDController/swCost|N|swDSDController|999|float|8|8|4||||||||||N|en|Cost|This cost will be entered for all vendors and all cost areas in each division. If changes need to be made, please submit a cost change form or complete a DSD workbook.|LoopGroup|Float|Left|200|Left||||Active||PI1514_IM6814_OCT01, PI171_May_PI9.4||||435
swDSDController/swCostBasis|N|swDSDController|999|text||30|1||SWCostBasisDSDVV||||||||N|en|Cost Basis|Indicates how this item is billed to retailer (LB,EA,CASE)|LoopGroup|Dropdown|Left|200|Left||||Active||PI1514_IM6814_OCT01, PI171_May_PI9.4||||467
swDSDController/swApprovedForSetup|N|swDSDController|999|text||2|1||SWApprovedForSetupVV||||||||N|en|Approved For Setup|Indicates this item has been approved for set-up within the division/distribution center|LoopGroup|Dropdown|Left|200|Left||||Active||PI171_May_PI9.4||||
swDSDController/swAdditionalMerchComment|N|swDSDController|999|text||150|1||||||||||N|en|Additional Merchandiser Comment|Additional Merchandiser Comment|LoopGroup|Text|Left|200|Left||||Active||PI171_May_PI9.4||||
swDSDController/swSetupInDivision|N|swDSDController|999|boolean|||||||||||||N|en|Setup In Division|Indicates that Data Entry has completed their set-up|LoopGroup|Boolean|Left|200|Left||||Active||PI171_May_PI9.4||||
swDSDController/swDSDSetup|N|swDSDController|999|boolean|||||||||||||N|en|DSD Setup|Indicates that Data Entry step for DSD has been completed|LoopGroup|Boolean|Left|200|Left||||Active||PI171_May_PI9.4||||
swDSDController/swNewCICRequired|N|swDSDController|999|boolean|| | ||||||||||N|en|New CIC Required?|Indicates to DE that new CIC is required for Dsitribution Type|LoopGroup|Boolean|Left|200|Left||||Active||PI172_IM711_Aug01, PIKR-49531||||
swDSDDistributionBannerEnd|N||||||||||||||||N|en|DSD Distribution|DSD Distribution|Banner|Label|Left|200|Left||||Active||Start_End banners used for collapsible controllers.  PI1515_IM6815_NOV02||||
swCopyDSDCostCIC|N|||boolean|||||||||||||N|en|Do you want Albertsons to copy the cost from the DSD Corporate Item Code (CIC)?|If you select Yes, then all costs for all vendors in each division will be copied to the new item. If you do not want this, please select No and enter the correct cost below.  Note the same cost will be applied to all distributors within each division. If the cost needs to differ please submit a cost change form after the item is setup.|Horizontal|Boolean|Left|200|Left||||Active||PI1514_IM6814_OCT02c, PI165_IM6818_DEC06||||434
swCorporateItemCodeBanner|N||||||||||||||||N|en|Corporate Item Code|Corporate Item Code|Banner|Label|Left|200|Left||||Active||PI1515_IM6815_NOV01||||
swShowCorpItemCode|N||||||||||||||||N|en|Corporate Item Codes|Corporate Item Codes can be found in this popup screen.|Horizontal|STATIC_LINK|Left|200|Left||||Active||PI1515_IM6815_NOV01||||
swPricingBannerStart|N||||||||||||||||N|en|Pricing|Pricing|Banner|Label|Left|200|Left||||Active||Start_End banners used for collapsible controllers.  PI1515_IM6815_NOV02||||
swUPCLikePricingGroup/swEANUCCUPC|N|swUPCLikePricingGroup|999|text||12|1||||||||||N|en|Selected Pricing UPC|UPC that will be used to copy 'Like' Pricing for Retail Assignment|LoopGroupRo|Text|Left|200|Left||||Active||PI1514_IM6814_OCT01||||469
swUPCLikePricingGroup/swPriceCIC|N|swUPCLikePricingGroup|999|text||8|1||||||||||N|en|Selected Pricing Corporate Item Code|Corporate Item Code where Pricing details will be copied|LoopGroupRo|Text|Left|200|Left||||Active||PI1514_IM6814_OCT01||||482
swUPCLikePricingGroup/swPriceDescription|N|swUPCLikePricingGroup|999|text||42|1||||||||||N|en|Selected Item Description|Price Description|LoopGroupRo|Text|Left|200|Left||||Active||PI1514_IM6814_OCT01||||489
swUPCLikePricingGroup/swPricePack|N|swUPCLikePricingGroup|999|text||4|1||||||||||N|en|Pack|Price Pack|LoopGroupRo|Text|Left|200|Left||||Active||PI1514_IM6814_OCT01||||490
swUPCLikePricingGroup/swPriceSize|N|swUPCLikePricingGroup|999|text||10|1||||||||||N|en|Size|Price Size|LoopGroupRo|Text|Left|200|Left||||Active||PI1514_IM6814_OCT01||||491
swPricingController/swGTINPricing|N|swPricingController|999|text||14|1||||||||||N|en|GTIN (Global Trade Item Number)|The Global Trade Item Number is the standard 14-digit number used to identify the product.|LoopGroup|Text|Left|200|Left||||Active||PI1514_IM6814_OCT01||||367
swPricingController/swLabelCount|N|swPricingController|999|text||30|1||||||||||N|en|Label Count|Number of shelf labels to print per store. Default should be 1.|LoopGroup|Text|Left|50|Left|10|||Active||PI1514_IM6814_OCT01||||128
swPricingController/swCommonPromotionCode|N|swPricingController|999|integer||7|1||||||||||N|en|Common Promotion Code (CPC)|The existing code used by Merchandising to enter promotions. If none, populate with zeros.|LoopGroup|Integer|Left|200|Left||||Active||PI1514_IM6814_OCT01, PI165_IM6818_DEC06||||417
swPricingController/swCommonRetailCode|N|swPricingController|999|integer||5|1||||||||||N|en|Common Retail Code |Common code utilized by Pricing for setting regular retail|LoopGroup|Integer|Left|200|Left||||Active||PI1514_IM6814_OCT01||||129
swPricingController/swSuggestedRetailBase|N|swPricingController|999|float|5|5|2||||||||||N|en|Suggested Retail Base|The suggested retail is a suggestion only and may not be the final retail assigned. For Perishable items, if there is no suggested retail, enter ‘0.01’. UPC-A: An 11 digit UPC. (e.g. 0-12345-12345)Zero Suppressed UPC: A 6 digit UPC. (e.g. 123456)EAN.UCC-8: An 8 digit UPC representing the 7 digit EAN.UCC prefix + Zero Suppressed UPC + 1 check digit. (e.g. 12345678)EAN.UCC-13: A 13 digit EAN.UCC representing the 12 digit EAN.UCC prefix + Zero Suppressed UPC - 1 check digit. (e.g. 1-1-12345-12345-1)|LoopGroup|Float|Left|200|Left||||Active||PI1514_IM6814_OCT01||||123
swPricingController/swSuggestedRetailAlaska|N|swPricingController|999|float|5|5|2||||||||||N|en|Suggested Retail Alaska|Provide ONLY if this item is to be retailed in Alaska|LoopGroup|Float|Left|200|Left||||Active||PI1514_IM6814_OCT01||||444
swPricingController/swSuggestedRetailHawaii|N|swPricingController|999|float|5|5|2||||||||||N|en|Suggested Retail Hawaii|Provide ONLY if this item is to be retailed in Hawaii|LoopGroup|Float|Left|200|Left||||Active||PI1514_IM6814_OCT01||||445
swPricingBannerEnd|N||||||||||||||||N|en|Pricing|Pricing|Banner|Label|Left|200|Left||||Active||PI1515_IM6815_NOV02, PI167_May_PI9.4||||
swProductionGroupCode|N|||text||2|1||SWProductionGroupCdVV||||||||N|en|Production Group Code|Group Code is a 2 digit code indicating the high level group the item belongs to.|Horizontal|Dropdown|Left|200|Left||||Active||PI1514_IM6814_OCT01, PI161_IM6816_FEB07, PI164_IM6818_SEP02||||197
swProductionCategoryCode|N|||text||2|1||||||||||N|en|Production Category Code|Category Code is a 2 digit code indicating the category the item belongs to within the high level group.|Horizontal|Text|Left|200|Left||||Active||PI1514_IM6814_OCT01, PI161_IM6816_FEB07, PI164_IM6818_SEP02||||198
swProductionClassCode|N|||text||2|1||uom||||||||N|en|Production Class Code|Class Code is a 2 digit code indicates the class the item belongs to within the category.|Horizontal|Text|Left|200|Left||||Active||PI1514_IM6814_OCT01, PI161_IM6816_FEB07, PI164_IM6818_SEP02||||199
swWarehouseController/swCorporateVendorChangeFlag|N|swWarehouseController|999|boolean|||||||||||||N|en|Corp Vendor Change|Indicate if Corporate Vendor Number is different than Vendor Number  for the GTIN, Distribution Center row|LoopGroup|Boolean|Left|300|Left||||Active||PI163_IM6818JUN03||||497
swWarehouseController/swDivision|N|swWarehouseController|999|text||2|1||||||||||N|en|Division|Division|LoopGroup|Text|Left|200|Left||||Active||PI162_IM6817_APR03, PI167_May_PI9.4||||
swCICController/swGTINCIC|N|swCICController|999|text||14|1||||||||||N|en|GTIN (Global Trade Item Number)|The Global Trade Item Number is the standard 14-digit number used to identify the product.|LoopGroup|Text|Left|200|Left||||Active||PI1514_IM6814_OCT01, PI167_May_PI9.4||||367
swCICController/swDistributionType|N|swCICController|999|text||4|1||||||||||N|en|Distribution Type|Distribution Type|LoopGroup|Text|Left|200|Left||||Active||PI1514_IM6814_OCT01, PI164_IM6818_SEP02, PI167_May_PI9.4||||29
swCICController/swItemType|N|swCICController|999|text||22|1||ProductTypeCodes_hub||||||||N|en|Item Type|Item Type|LoopGroup|Text|Left|200|Left||||Active||PI172_IM711_JUNE03||||
swCICController/swExistingCorporateItemCode|N|swCICController|999|text||8|1||||||||||N|en|Existing Corporate Item Code (CIC)|For expansion of existing item to new geographies.|LoopGroup|Text|Left|200|Left||||Active||PI1514_IM6814_OCT01, PI164_IM6818_SEP02, PI167_May_PI9.4||||473
swCICController/swCorporateItemCode|N|swCICController|999|text||8|1||||||||||N|en|Corporate Item Code (CIC)|Corporate Item Code (CIC)|LoopGroup|Text|Left|200|Left||||Active||PI1514_IM6814_OCT01, PI164_IM6818_SEP02, PI167_May_PI9.4||||214
swCICController/swApprovedForSetup|N|swCICController|999|text||2|1||SWApprovedForSetupVV||||||||N|en|Approved For Setup|Indicates this item has been approved for set-up within the division/distribution center|LoopGroup|Dropdown|Left|200|Left||||Active||PI172_IM711_JUNE03||||
swCICController/swDivision|N|swCICController|999|text||3|1||||||||||N|en|Division|Indicates the Division that is assciated to the CIC/GTIN Combination|LoopGroup|Text|Left|200|Left||||Active||PI171_May_PI9.4||||
swCICController/swDistributionCenter|N|swCICController|999|text||4|1||||||||||N|en|Distribution Center|Indicates the Distribution Center that is associated to the CIC/GTIN Combination|LoopGroup|Text|Left|200|Left||||Active||PI171_May_PI9.4||||
swCICController/swNewDSDCICRqd|N|swCICController|999|boolean|| | ||||||||||N|en|New DSD CIC Rqd?|Indicates to Merchandiser and DE if new DSD CIC required; populated following DG review |LoopGroup|Boolean|Left|200|Left||||Active||PI172_IM711_Aug01, PIKR-49531||||
swCICController/swNewWHSECICRqd|N|swCICController|999|boolean|| | ||||||||||N|en|New WHSE CIC Rqd?|Indicates to Merchandiser and DE if new WHSE CIC required; populated following DG review|LoopGroup|Boolean|Left|200|Left||||Active||PI173_IM711_Aug01, PIKR-49531||||
swItemMaintIndicator|N|||boolean|||||||||||||N|en|Item Maintenance Indicator|Item Maintenance Indicator|Horizontal|Boolean|Left|200|Left||||Active||PI172_IM711_AUG02||||
